color,director_name,num_critic_for_reviews,duration,gross,genres,movie_title,num_voted_users,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score
Color,Huck Botko,46,86,535249,Comedy,The Virginity HitÂ ,3467,masturbation|porn star|sex lesson from a prostitute|spreadeagle|topless,13,English,USA,R,3400000,2010,4.6
Color,Craig Moss,16,82,,Comedy,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About ItÂ ,5579,masturbation|porn actor in mainstream movie|sex|spoof|virginity,42,English,USA,R,1300000,2010,2.7
Color,Ray Griggs,4,92,425899,Documentary,I Want Your MoneyÂ ,1123,,31,English,USA,PG,400000,2010,5.1
Color,Eric Mendelsohn,20,88,,Drama,3 BackyardsÂ ,554,number in title,23,English,USA,R,300000,2010,5.2
Color,Corbin Bernsen,3,95,,Drama,RustÂ ,300,,8,English,Canada,PG,250000,2010,5.7
Color,David G. Evans,25,101,2428241,Drama,The Grace CardÂ ,2099,christian film|forgiveness|hospital|pastor|police,26,English,USA,PG-13,200000,2010,6.4
Color,Todd Phillips,383,102,254455986,Comedy,The Hangover Part IIÂ ,375879,hotel|male frontal nudity|pubic hair|thailand|wedding,402,English,USA,R,80000000,2011,6.5
Color,Dennis Dugan,156,91,74158157,Comedy,Jack and JillÂ ,60370,advertising|advertising executive|commercial|protective male|twins,264,English,USA,PG,79000000,2011,3.4
Color,David Frankel,108,100,7204138,Comedy,The Big YearÂ ,34809,alaska|birding|competition|migration|storm,125,English,USA,PG,41000000,2011,6.2
Color,Steven Quale,277,92,42575718,Horror,Final Destination 5Â ,83788,blood splatter|death|eyeball run over by car|latex gloves|suspension bridge,227,English,USA,R,40000000,2011,5.9
Color,Tate Taylor,373,146,169705587,Drama,The HelpÂ ,318955,black servant|chocolate pie|jackson mississippi|maid|writing a novel,460,English,USA,PG-13,25000000,2011,8.1
Color,David Gordon Green,146,87,30538669,Comedy,The SitterÂ ,60202,babysitting|car crash|child in peril|kicked in the face|reference to craigslist,114,English,USA,R,,2011,5.7
Color,George Clooney,421,101,40962534,Drama,The Ides of MarchÂ ,188652,governor|intern|manager|ohio|politics,288,English,USA,R,12500000,2011,7.1
Color,Jodie Foster,276,91,958319,Drama,The BeaverÂ ,39764,beaver puppet|depression|dysfunctional family|puppet|speech,148,English,USA,PG-13,21000000,2011,6.7
Color,Jake Kasdan,286,97,100292856,Comedy,Bad TeacherÂ ,160418,boob job|breast enlargement|breast surgery|cheating on a test|ejaculation,296,English,USA,R,20000000,2011,5.7
Color,Kenneth Lonergan,116,186,46495,Drama,MargaretÂ ,12053,accident|bus|loss of virginity|new york city|virginity,119,English,USA,R,14000000,2011,6.5
Color,Miguel Arteta,212,87,6857503,Comedy,Cedar RapidsÂ ,32697,award|cedar rapids iowa|convention|hotel|insurance,85,English,USA,R,,2011,6.3
Color,Tom Brady,49,97,2331318,Comedy,Bucky Larson: Born to Be a StarÂ ,9541,diner|eating a banana|masturbation|porn star|shooting a pornographic movie,64,English,USA,R,10000000,2011,3.3
Color,Rodrigo GarcÃ­a,222,113,3014541,Drama,Albert NobbsÂ ,19616,19th century|hotel|painter|waiter|woman pretending to be a man,98,English,UK,R,8000000,2011,6.7
Color,Steve McQueen,486,101,4000304,Drama,ShameÂ ,145395,female frontal nudity|female nudity|male nudity|sex addict|sex addiction,375,English,UK,NC-17,6500000,2011,7.3
Color,Henry Joost,251,94,104007828,Horror,Paranormal Activity 3Â ,76828,animate object|imaginary friend|reference to macgyver|whispering|woman wearing only a man's shirt,314,English,USA,R,5000000,2011,5.8
Color,Gabriela Tagliavini,4,87,,Comedy,Without MenÂ ,1427,bare chested male|journalist|passion|pregnancy|woman in underwear,12,English,USA,R,4700000,2011,3.2
Color,Alex Kendrick,34,129,34522221,Drama,CourageousÂ ,15401,faith|fatherhood|integrity|police|responsibility,175,English,USA,PG-13,2000000,2011,7
Color,Vera Farmiga,68,109,841206,Drama,Higher GroundÂ ,2603,1960s|belief in the afterlife|domestic violence|faith|minister,34,English,USA,R,,2011,6.3
Color,Deryck Broom,7,87,,Animation,The Lion of JudahÂ ,458,animal|donkey|lamb|pig|rooster,3,English,USA,PG,15000000,2011,3.7
Color,Justin Thomas Ostensen,18,99,,Thriller,Below ZeroÂ ,652,,11,English,Canada,R,1200000,2011,4.5
Color,Andrew Erwin,40,107,5355847,Drama,October BabyÂ ,6110,abortion|anti choice|christian preach|malpractice|unprofessional conduct,82,English,USA,PG-13,,2011,6.8
Color,Kat Coiro,18,100,20186,Comedy,L!fe HappensÂ ,6025,friendship|los angeles california|one night stand|roommate|single mother,15,English,USA,R,930000,2011,5.7
Color,Maryam Keshavarz,76,107,439958,Drama,CircumstanceÂ ,6277,closeted lesbian|iranian|islamophobia|propaganda|teenager,43,Persian,France,R,,2011,5.9
Color,Ti West,292,101,77501,Horror,The InnkeepersÂ ,27260,bathtub|dead body in a bathtub|dead body in bathtub|hotel|inn,247,English,USA,R,750000,2011,5.5
Color,Matt Walsh,8,87,,Comedy,High RoadÂ ,1305,,3,English,USA,R,,2011,5.4
Color,Brandon Trost,66,82,40557,Comedy,The FPÂ ,1389,abbreviation in title|based on short film|competition dancing|dystopia|location in title,22,English,USA,R,60000,2011,5.6
Color,Jay Roach,255,85,86897182,Comedy,The CampaignÂ ,106790,campaigning|congressman|north carolina|title at the end|u.s. congressman,177,English,USA,R,95000000,2012,6.2
Color,Sean Anders,157,116,36931089,Comedy,That's My BoyÂ ,70681,argument|reference to vanilla ice|statutory rape|teacher student relationship|teacher student sex,198,English,USA,R,70000000,2012,5.6
Color,Jon Hurwitz,291,113,56724080,Comedy,American ReunionÂ ,172112,bikini|female female kiss|high school reunion|outdoor sex|upskirt,181,English,USA,R,50000000,2012,6.7
Color,Paul Thomas Anderson,546,144,16377274,Drama,The MasterÂ ,105144,drifter|past life regression|psychological testing|right hand man|scientology,405,English,USA,R,32000000,2012,7.1
Color,Judd Apatow,285,134,67523385,Comedy,This Is 40Â ,104005,40th birthday|aging|birthday|sex|viagra,248,English,USA,R,35000000,2012,6.2
Color,David Wain,163,98,17225675,Comedy,WanderlustÂ ,62198,childbirth|female frontal nudity|nude protest|nudist|skinny dipping,139,English,USA,R,,2012,5.6
Color,Bobby Farrelly,162,92,44328238,Comedy,The Three StoogesÂ ,25484,mule|nun|orphanage|tennis court|the three stooges,189,English,USA,PG,,2012,5.1
Color,Andrew Adamson,73,91,12495865,Fantasy,Cirque du Soleil: Worlds AwayÂ ,7100,aerialist|circus|cirque du soleil|clown|surrealism,35,English,USA,PG,,2012,6.8
Color,Daniel Barnz,102,121,5308553,Drama,Won't Back DownÂ ,5147,children|inner city|parent|school|teacher,37,English,USA,PG,,2012,6.4
Color,RZA,208,107,15608545,Action,The Man with the Iron FistsÂ ,53471,blacksmith|box office flop|chop socky|critically bashed|village,224,English,USA,R,15000000,2012,5.4
Color,Gus Van Sant,242,106,7556708,Drama,Promised LandÂ ,30284,corporate greed|corporation|natural gas|salesman|small town,102,English,USA,R,15000000,2012,6.6
Color,Jeff Nichols,368,130,21589307,Drama,MudÂ ,135286,14 year old|boat|bounty hunter|boy|river,261,English,USA,PG-13,10000000,2012,7.4
Color,Henry Joost,248,96,53884821,Horror,Paranormal Activity 4Â ,51204,boy in a bathtub|demon|laptop computer|pulled underwater|walking in the dark,247,English,USA,R,5000000,2012,4.6
Color,Chris Stokes,14,81,,Horror,No VacancyÂ ,1561,motel|psychopath|psychopathic killer|road trip|vomiting,21,English,USA,R,4000000,2012,4.2
Color,Thomas Vinterberg,349,115,610968,Drama,The HuntÂ ,170155,deer|gun|gunshot|hunt|kindergarten teacher,249,Danish,Denmark,R,3800000,2012,8.3
Color,Tim Heidecker,82,93,200803,Comedy,Tim and Eric's Billion Dollar MovieÂ ,7988,film in film|man with glasses|reference to steven spielberg|self referential|shopping mall,71,English,USA,R,3000000,2012,5.3
Color,Dinesh D'Souza,30,87,33349949,Documentary,2016: Obama's AmericaÂ ,9010,critically bashed|partisan commentary|political propoganda|punctuation in title|reenactment,199,English,USA,PG,2500000,2012,5.1
Color,William Brent Bell,225,83,53245055,Horror,The Devil InsideÂ ,30570,critically bashed|demonic possession|exorcism|exorcist|found footage,290,English,USA,R,1000000,2012,4.2
Color,David DeCoteau,7,83,,Horror,Snow White: A Deadly SummerÂ ,634,reference to snow white|sleeping bag|stepmother stepdaughter relationship|strangulation|totem pole,14,English,USA,PG-13,1000000,2012,2.2
Color,Jamie Travis,115,88,1243961,Comedy,"For a Good Time, Call...Â ",13421,friend|friendship|gay|phone sex|sex,34,English,USA,R,850000,2012,6
Color,Ava DuVernay,37,97,78030,Drama,Middle of NowhereÂ ,1034,,10,English,USA,R,200000,2012,6.5
Color,Dennis Dugan,139,101,133668525,Comedy,Grown Ups 2Â ,107817,belching|number in title|party|reference to nicki minaj|sneezing,255,English,USA,PG-13,80000000,2013,5.4
Color,Shawn Levy,246,125,44665963,Comedy,The InternshipÂ ,159931,actor's picture shown in credits|animated credits|google|internship|still images in end credits,281,English,USA,PG-13,58000000,2013,6.3
Color,Adam McKay,272,143,2175312,Comedy,Anchorman 2: The Legend ContinuesÂ ,131227,fame|father son relationship|interracial kiss|interracial relationship|interracial sex,346,English,USA,PG-13,50000000,2013,6.3
Color,Justin Zackham,133,89,21784432,Comedy,The Big WeddingÂ ,37493,adoption|divorce|family relationships|farce|wedding,108,English,USA,R,35000000,2013,5.6
Color,Don Scardino,260,100,22525921,Comedy,The Incredible Burt WonderstoneÂ ,60596,magic|magic kit|magician|stage magician|vegas,158,English,USA,PG-13,30000000,2013,5.9
Color,John Wells,322,121,37738400,Drama,August: Osage CountyÂ ,67797,based on play|incestuous relationship|pedophilia|secret|teenage daughter,285,English,USA,R,25000000,2013,7.3
Color,Malcolm D. Lee,153,88,32014289,Comedy,Scary Movie 5Â ,50337,2010s|ape|ballet|psychic|supernatural,177,English,USA,PG-13,20000000,2013,3.5
Color,Danny Pang,23,107,,Action,Out of InfernoÂ ,625,,4,Chinese,China,PG-13,,2013,5.7
Color,Woody Allen,415,98,33404871,Drama,Blue JasmineÂ ,150082,congenital liar|mental breakdown|self deception|snob|talking to oneself,384,English,USA,PG-13,18000000,2013,7.3
Color,Jason Reitman,217,111,13362308,Drama,Labor DayÂ ,31898,baseball|baseball practice|escaped convict|neighbor|tied to a chair,111,English,USA,PG-13,18000000,2013,6.9
Color,Fede Alvarez,543,96,54239856,Horror,Evil DeadÂ ,125016,book of the dead|demon|h.p. lovecraft|lesbian kiss|promise,789,English,USA,R,17000000,2013,6.5
Color,Jeff Tremaine,157,102,101978840,Comedy,Bad GrandpaÂ ,77724,child beauty pageant|grandson|hidden camera|jackass|road trip,162,English,USA,R,15000000,2013,6.6
Color,Jon Lucas,168,93,25675765,Comedy,21 & OverÂ ,60407,21st birthday|college student|drunken man|pubic hair|standing up to father,84,English,USA,R,13000000,2013,5.9
Color,Elizabeth Banks,180,94,8828771,Comedy,Movie 43Â ,79146,awkwardness|embarrassment|gross out|irreverence|shame,352,English,USA,R,6000000,2013,4.3
Color,David E. Talbert,52,96,21564616,Comedy,Baggage ClaimÂ ,7098,woman wearing only a man's shirt,41,English,USA,PG-13,8500000,2013,5
Color,David Gordon Green,232,117,371897,Drama,JoeÂ ,36494,alcoholic|cigarette smoking|father son relationship|teenage boy|woods,118,English,USA,R,4000000,2013,6.9
Color,Jorge RamÃ­rez SuÃ¡rez,26,120,100412,Drama,"Buen DÃ­a, RamÃ³nÂ ",2112,,7,German,Mexico,PG-13,4000000,2013,7.7
Color,Craig Moss,29,80,,Comedy,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon TattooÂ ,2978,exorcism|female nudity|haunted house|lesbian kiss|masturbation,13,English,USA,R,3000000,2013,2.6
 Black and White,Pawel Pawlikowski,269,82,3826455,Drama,IdaÂ ,34643,convent|jew|jewish|nun|poland,123,Polish,Poland,PG-13,,2013,7.4
Color,Catherine Hardwicke,18,99,2843,Thriller,PlushÂ ,2895,gay interest|guitarist|obsessed fan|seduction|sex scene,24,English,USA,R,,2013,5.4
Color,David Hunt,1,112,,Horror,Living Dark: The Story of Ted the CaverÂ ,28,brother|cave|caver|dark|funeral,1,English,USA,PG-13,1750000,2013,6.3
Color,Joe Marino,9,76,,Horror,The Vatican ExorcismsÂ ,332,,10,English,Italy,R,1100000,2013,2.6
Color,Gia Coppola,117,100,750100,Drama,Palo AltoÂ ,19752,girls' soccer|high school|high school student|soccer coach|teenager,61,English,USA,R,,2013,6.3
Color,Tommy Oliver,6,90,,Drama,1982Â ,122,number in title|semi autobiographical,3,English,USA,R,1000000,2013,7.1
Color,Sam Martin,1,66,,Documentary,UnDividedÂ ,6,,1,English,USA,PG,250000,2013,7.8
Color,Chad Hartigan,34,83,,Drama,This Is Martin BonnerÂ ,733,estranged daughter|friendship|nevada|prisoner|unlikely friendship,7,English,USA,R,42000,2013,6.6
Color,Evan Goldberg,293,112,6105175,Comedy,The InterviewÂ ,247020,assassination attempt|communist dictatorship|dictator|exploding helicopter|finger bitten off,835,English,USA,R,44000000,2014,6.6
Color,Bobby Farrelly,218,109,86208010,Comedy,Dumb and Dumber ToÂ ,97045,adoption|highway travel|road trip|sequel|stupidity,285,English,USA,PG-13,35000000,2014,5.7
Color,Jake Kasdan,201,94,38543473,Comedy,Sex TapeÂ ,84382,sex in a car|sex video|sexual desire|sexuality|undressing,158,English,USA,R,40000000,2014,5.1
Color,Ben Falcone,148,100,84518155,Comedy,TammyÂ ,35965,alcoholic|grandmother|highway travel|niagara falls|on the road,144,English,USA,R,20000000,2014,4.9
Color,Tom Walsh,2,98,,Animation,Dwegons and LeprechaunsÂ ,50,dwegons,3,English,USA,PG,20000000,2014,4.8
Color,Nicholas Stoller,351,97,150056505,Comedy,NeighborsÂ ,216581,broken leg|friendship|jewish|topless female nudity|urination,397,English,USA,R,18000000,2014,6.4
Color,Luke Greenfield,129,104,82389560,Comedy,Let's Be CopsÂ ,106820,friendship between men|impersonating a police officer|mobster|party|police officer,147,English,USA,R,17000000,2014,6.5
Color,Mike Binder,91,121,21569041,Drama,Black or WhiteÂ ,8058,color in title,57,English,USA,PG-13,9000000,2014,6.6
Color,Claudia Llosa,56,97,52961,Drama,AloftÂ ,2103,,11,English,Spain,R,8000000,2014,5.3
Color,Richard Glatzer,309,101,18656400,Drama,Still AliceÂ ,86077,alzheimer's disease|bechdel test passed|linguistics professor|new york city|reference to angels in america the play,195,English,USA,PG-13,5000000,2014,7.5
Color,Andrew Erwin,49,98,10429707,Comedy,Moms' Night OutÂ ,10483,blogger|pastor|reference to the shawshank redemption|taser|tasered,125,English,USA,PG,5000000,2014,5.4
Color,Richard Linklater,548,165,25359200,Drama,BoyhoodÂ ,266020,12 year time span|coming of age|domestic abuse|growing up|separated parents,836,English,USA,R,4000000,2014,8
Color,Yimou Zhang,85,109,377420,Drama,Coming HomeÂ ,2789,amnesia|cultural revolution|husband wife relationship|memory|political prisoner,20,Mandarin,China,PG-13,,2014,7.3
Color,David Wain,98,83,,Comedy,They Came TogetherÂ ,16987,halloween party|new york city|racism|romcom|spoof,85,English,USA,R,,2014,5.5
Color,Jason Stone,48,108,,Thriller,The CallingÂ ,6025,bouquet|house fire|praying|serial killer|tied to a chair,28,English,USA,R,,2014,5.8
Color,Kief Davidson,43,93,100240,Documentary,A Lego BrickumentaryÂ ,1220,artist|denmark|lego|toy|toy company,11,English,Denmark,G,1000000,2014,6.8
Color,David DeCoteau,1,84,,Western,Doc Holliday's RevengeÂ ,93,1880s|cowboy|low budget film|shoot out|wild west,6,English,USA,PG-13,1000000,2014,3.8
,Jonathan Meyers,1,111,,Drama,A Fine StepÂ ,207,,1,,USA,PG,1000000,2014,5.3
Color,Joe Kenemore,,52,,Documentary,Rise of the Entrepreneur: The Search for a Better WayÂ ,78,business|entrepreneur|network marketing,10,English,USA,G,450000,2014,8.2
Color,Bruce Dellis,10,95,2468,Thriller,Locker 13Â ,241,digit in title|latino|life or death|philosophy|supernatural,5,English,USA,R,300000,2014,4.8
Color,Joel Paul Reisig,1,108,,Family,Horse CampÂ ,25,,1,English,USA,PG,250000,2014,6.6
Color,Jason Stone,48,108,,Thriller,The CallingÂ ,6025,bouquet|house fire|praying|serial killer|tied to a chair,28,English,USA,R,,2014,5.8
Color,Sai Varadan,3,89,,Drama,An American in HollywoodÂ ,100,place name in title,3,English,USA,R,125000,2014,7.2
Color,Stephen Langford,2,82,,Family,"Dude, Where's My Dog?!Â ",73,,4,English,USA,PG,20000,2014,3.2
Color,Seth MacFarlane,280,125,81257500,Comedy,Ted 2Â ,117739,baby|f word|fight|lawyer|marriage,229,English,USA,R,68000000,2015,6.4
Color,Ken Scott,90,91,10214013,Comedy,Unfinished BusinessÂ ,23072,business trip|company|glory hole|male frontal nudity|male nudity,89,English,USA,R,35000000,2015,5.4
Color,Jessie Nelson,97,107,26284475,Comedy,Love the CoopersÂ ,9051,christmas|family dinner|husband wife conflict|husband wife kiss|large family,68,English,USA,PG-13,17000000,2015,5.7
Color,Lenny Abrahamson,421,118,14677654,Drama,RoomÂ ,161288,based on novel|escape|imprisonment|kidnapping|mother son relationship,351,English,Ireland,R,13000000,2015,8.3
Color,Timothy Hines,1,111,14616,Drama,10 Days in a MadhouseÂ ,314,,10,English,USA,R,12000000,2015,7.5
Color,Ari Sandel,132,101,34017854,Comedy,The DUFFÂ ,51326,cartoon on tv|generation y|high school|overalls|strong female character,116,English,USA,PG-13,8500000,2015,6.5
Color,Michael Polish,12,121,4700361,Drama,90 Minutes in HeavenÂ ,2047,heaven|hospital|praying|pronounced dead|recovery,29,English,USA,PG-13,5000000,2015,4.6
Color,Mitch Davis,6,95,,Comedy,Christmas EveÂ ,1091,,15,English,USA,PG,,2015,5.1
Color,Peter DeLuise,5,85,,Comedy,R.L. Stine's Monsterville: The Cabinet of SoulsÂ ,917,cabinet|carnival|halloween|soul|temptress,4,English,USA,PG,4400000,2015,5.9
Color,John Maclean,246,84,229094,Western,Slow WestÂ ,27650,american west|bounty hunter|frontier|horse riding|outlaw,88,English,UK,R,,2015,6.9
Color,Christian Sesma,6,82,,Thriller,AWOL-72Â ,520,police officer|police officer taken hostage,8,English,USA,R,3000000,2015,3.9
Color,Jon Gunn,11,120,12985267,Drama,Do You Believe?Â ,4977,belief|faith|pastor|question in title|three word title,63,English,USA,PG-13,2300000,2015,5.9
Color,Roland Emmerich,74,129,186354,Drama,StonewallÂ ,1758,box office flop|critically bashed|gay rights|new york city|stonewall riots,30,English,USA,R,13500000,2015,4.5
Color,Jamal Hill,10,89,444044,Drama,Brotherly LoveÂ ,744,basketball|burglary|police|robbery|teenage girl,19,English,USA,R,1900000,2015,7.2
Color,Jay Alaimo,9,84,,Horror,The Wicked WithinÂ ,742,after dark horrorfest,7,English,USA,R,1200000,2015,4.6
Color,Robert Hall,39,95,,Horror,Fear ClinicÂ ,6256,bare breasts|based on web series|claustrophobia|doctor|phobia,19,English,USA,R,1000000,2015,5.2
Color,Alec Asten,1,82,,Action,Diamond RuffÂ ,53,prison|prisoner|reverend|terminal illness|two word title,5,English,USA,R,500000,2015,4.3
Color,Valentine,,,,Romance,Romantic SchemerÂ ,172,,,English,USA,PG-13,125000,2015,5.1
Color,Ben Stiller,226,102,28837115,Comedy,Zoolander 2Â ,34964,chosen one|fashion|fashion model|model|retired,150,English,USA,PG-13,50000000,2016,4.8
Color,Nicholas Stoller,177,92,55291815,Comedy,Neighbors 2: Sorority RisingÂ ,28041,bare chested male|gay|gay best friend|gay man|gay marriage proposal,111,English,USA,R,35000000,2016,6
Color,Ben Falcone,154,99,63034755,Comedy,The BossÂ ,16984,business|girl scouts|orphanage|overweight woman|quitting a job,96,English,USA,R,29000000,2016,5.3
Color,Susanna White,134,108,3108216,Thriller,Our Kind of TraitorÂ ,2587,based on novel|male frontal nudity|male nudity|male rear nudity,21,English,UK,R,,2016,6.4
Color,Jon Lucas,81,100,55461307,Comedy,Bad MomsÂ ,4654,lesbian kiss|mom|pta|reference to mad max|scene during end credits,46,English,USA,R,20000000,2016,6.7
Color,James Schamus,63,110,560512,Drama,IndignationÂ ,550,based on novel,3,Hebrew,USA,R,,2016,7.8
Color,Cyrus Nowrasteh,24,111,6462576,Drama,The Young MessiahÂ ,1449,based on novel,30,English,USA,PG-13,18500000,2016,5.4
Color,Jon Lucas,81,100,55461307,Comedy,Bad MomsÂ ,4654,lesbian kiss|mom|pta|reference to mad max|scene during end credits,46,English,USA,R,20000000,2016,6.7
Color,Patricia Riggen,63,109,61693523,Drama,Miracles from HeavenÂ ,6276,child cancer|christian film|christianity|falling into a hole|inspiring,55,English,USA,PG,13000000,2016,6.8
Color,Dan Mazer,158,109,35537564,Comedy,Dirty GrandpaÂ ,49671,female removes her clothes|fondling|voyeur|voyeurism|white panties,166,English,USA,R,11500000,2016,6
Color,Justin Tipping,6,80,,Adventure,KicksÂ ,59,,6,English,USA,R,,2016,7.8
Color,Bruce Beresford,5,104,,Drama,Mr. ChurchÂ ,63,,5,English,USA,PG-13,8000000,2016,8
Color,Michael Winnick,15,106,,Action,Code of HonorÂ ,662,gun|mayor|nightclub|police|vigilantism,14,English,USA,R,8000000,2016,4.2
Color,David F. Sandberg,159,81,56536016,Horror,Lights OutÂ ,13523,based on short film|reference to avenged sevenfold|reference to slayer|switching lights on and off|two word title,95,English,USA,PG-13,4900000,2016,6.9
Color,Michael Tiddes,59,92,11675178,Comedy,Fifty Shades of BlackÂ ,9509,color in title|parody|reference to cuba gooding jr|reference to netflix|written by star,53,English,USA,R,5000000,2016,3.5
Color,Phil Joanou,39,93,,Horror,The VeilÂ ,4146,documentary crew|mass suicide|survivor|tied feet|tied up while barefoot,29,English,USA,R,4000000,2016,4.7
Color,Alex Ranarivelo,9,101,,Drama,The Dog LoverÂ ,162,,8,English,USA,PG,2000000,2016,4.8
Color,Harold Cronk,29,120,20773070,Drama,God's Not Dead 2Â ,4501,alternate universe|christian|christian film|christianity|manipulation,102,English,USA,PG,5000000,2016,3.4
Color,Joel Paul Reisig,1,108,,Family,Rodeo GirlÂ ,62,,4,English,USA,PG,500000,2016,5.7
